canonical_name,display_name,type,module,source_found_in,source_path,status,owner_source_of_truth,beta_mvp_required,current_or_proposed,duplicate_risk,conflict_risk,notes
SA360_DEFAULT_AGENT_NAME,Default Agent Name,custom_value,Admin,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_AGENT_CONFIG; visible value is a name; do not treat as secret."
SA360_CAL_FEX,Calendar Final Expense ID,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_CALENDARS; calendar ID config; reconcile with sa360_calendar_id and env calendar map."
SA360_CAL_HEALTH,Calendar Health ID,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_CALENDARS; calendar ID config."
SA360_CAL_IUL,Calendar IUL ID,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_CALENDARS; calendar ID config."
SA360_CAL_MTG,Calendar MTG ID,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_CALENDARS; calendar ID config."
SA360_CAL_NURSE,Calendar Nurse ID,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_CALENDARS; calendar ID config."
SA360_CAL_VET,Calendar Veteran ID,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_CALENDARS; calendar ID config."
SA360_CAL_LINK_FEX,Calendar Link Final Expense,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_CALENDARS; calendar link config; reconcile with sa360_calendar_link."
SA360_CAL_LINK_HEALTH,Calendar Link Health,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_CALENDARS; calendar link config."
SA360_CAL_LINK_IUL,Calendar Link IUL,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_CALENDARS; calendar link config."
SA360_CAL_LINK_MTG,Calendar Link MTG,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_CALENDARS; calendar link config."
SA360_CAL_LINK_NURSE,Calendar Link Nurse,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_CALENDARS; calendar link config."
SA360_CAL_LINK_VET,Calendar Link Veteran,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_CALENDARS; calendar link config."
SA360_CLIENT_ACCOUNT_ID,Client Account ID,custom_value,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360_CLIENT_CONFIG; value resembles SA360_DEMO_STAGING; overlaps sa360_client_account_id field and payload client_account_id."
SA360_TIMEZONE_DEFAULT,Timezone Default,custom_value,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_CLIENT_CONFIG; default timezone config."
SA360_DATASET_FEX,Dataset Final Expense ID,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360_META_CONFIG; dataset ID config; overlaps ClientConfig/meta_dataset_id."
SA360_DATASET_HEALTH,Dataset Health ID,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360_META_CONFIG; dataset ID config; DB/env ownership needs review."
SA360_DATASET_IUL,Dataset IUL ID,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360_META_CONFIG; dataset ID config; DB/env ownership needs review."
SA360_DATASET_MTG,Dataset MTG ID,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360_META_CONFIG; dataset ID config; DB/env ownership needs review."
SA360_DATASET_NURSE,Dataset Nurse ID,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360_META_CONFIG; dataset ID config; DB/env ownership needs review."
SA360_DATASET_VET,Dataset Veteran ID,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360_META_CONFIG; dataset ID config; DB/env ownership needs review."
SA360_DATASET_NAME_FEX,Dataset Name Final Expense,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_META_CONFIG; visible copy: Final Expense Insurance."
SA360_DATASET_NAME_HEALTH,Dataset Name Health,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_META_CONFIG; dataset display name."
SA360_DATASET_NAME_IUL,Dataset Name IUL,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_META_CONFIG; dataset display name."
SA360_DATASET_NAME_MTG,Dataset Name MTG,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_META_CONFIG; dataset display name."
SA360_DATASET_NAME_NURSE,Dataset Name Nurse,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_META_CONFIG; visible copy: Nurse Life Insurance."
SA360_DATASET_NAME_VET,Dataset Name Veteran,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_META_CONFIG; visible copy: Veteran Final Expense."
SA360_TOKEN_FEX,Meta Token Final Expense,custom_value,Security,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,critical,"Folder: SA360_META_CONFIG; SECRET/TOKEN REDACTED; should migrate/confirm secrets policy."
SA360_TOKEN_HEALTH,Meta Token Health,custom_value,Security,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,critical,"Folder: SA360_META_CONFIG; SECRET/TOKEN REDACTED; should migrate/confirm secrets policy."
SA360_TOKEN_IUL,Meta Token IUL,custom_value,Security,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,critical,"Folder: SA360_META_CONFIG; SECRET/TOKEN REDACTED; should migrate/confirm secrets policy."
SA360_TOKEN_MTG,Meta Token MTG,custom_value,Security,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,critical,"Folder: SA360_META_CONFIG; SECRET/TOKEN REDACTED; should migrate/confirm secrets policy."
SA360_TOKEN_NURSE,Meta Token Nurse,custom_value,Security,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,critical,"Folder: SA360_META_CONFIG; SECRET/TOKEN REDACTED; should migrate/confirm secrets policy."
SA360_TOKEN_VET,Meta Token Veteran,custom_value,Security,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,critical,"Folder: SA360_META_CONFIG; SECRET/TOKEN REDACTED; should migrate/confirm secrets policy."
sa360_default_currency,Default Currency,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_META_CONFIG; visible value USD; overlaps ClientConfig.defaultCurrency."
sa360_dispatch_enabled,Dispatch Enabled,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: SA360_META_CONFIG; visible true; overlaps send_to_meta/metaSyncEnabled/META_SYNC_ENABLED."
SA360_DEBUG_MODE,Debug Mode,custom_value,Admin,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,yes,medium,"Folder: SA360_SYSTEM_FLAGS; debug/config flag."
SA360_SYSTEM_VERSION,System Version,custom_value,Admin,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360_SYSTEM_FLAGS; visible value 1.0."
SA360_ENABLE_BACKEND_SYNC,Enable Backend Sync,custom_value,Admin,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360_WEBHOOK_CONFIG; overlaps backend sync fields and webhook behavior."
SA360_ENABLE_META_SYNC,Enable Meta Sync,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: SA360_WEBHOOK_CONFIG; overlaps META_SYNC_ENABLED/ClientConfig.metaSyncEnabled/sa360_meta_sync_enabled."
SA360_ENV,SA360 Environment,custom_value,Admin,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_WEBHOOK_CONFIG; visible value staging; overlaps repo SA360_ENV env var."
SA360_LOOKUP_CALLER_WEBHOOK_URL,Lookup Caller Webhook URL,custom_value,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_WEBHOOK_CONFIG; URL visible but not stored here; may map to MAKE_LOOKUP_URL/Synthflow lookup."
SA360_SYNTHFLOW_API_KEY,Synthflow API Key,custom_value,Security,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,critical,"Folder: SA360_WEBHOOK_CONFIG; SECRET VALUE REDACTED; do not output value."
SA360_SYNTHFLOW_MODEL,Synthflow Model,custom_value,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_WEBHOOK_CONFIG; model id visible in screenshot but redacted in registry if sensitive; overlaps model_id."
SA360_WEBHOOK_SECRET,Webhook Secret,custom_value,Security,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,critical,"Folder: SA360_WEBHOOK_CONFIG; SECRET VALUE REDACTED; overlaps WEBHOOK_SECRET env and should be reviewed."
SA360_WEBHOOK_URL,Webhook URL,custom_value,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_WEBHOOK_CONFIG; points to /webhooks/ghl/lifecycle-event."
sa360_subaccount_id,Subaccount ID,custom_value,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_WEBHOOK_CONFIG; visible value redacted; maps to subaccount_id_ghl but name differs."
SA360_MSG_APPT_CONFIRM_GENERAL,Appointment Confirmation General Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_MSG_M2; exact/likely replacement for proposed appointment confirmation copy."
SA360_MSG_M2C5_BLUE_REMIND_15M,Blue 15 Minute Reminder Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,low,"Folder: SA360_MSG_M2; M2C.5 confirm/remind message."
SA360_MSG_M2C5_BLUE_REMIND_24H,Blue 24 Hour Reminder Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,low,"Folder: SA360_MSG_M2; M2C.5 confirm/remind message."
SA360_MSG_M2C5_GREEN_REMIND_15M,Green 15 Minute Reminder Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,low,"Folder: SA360_MSG_M2; M2C.5 confirm/remind message."
SA360_MSG_M2C5_GREEN_REMIND_24H,Green 24 Hour Reminder Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,low,"Folder: SA360_MSG_M2; M2C.5 confirm/remind message."
SA360_MSG_M2C_BLUE_DAY_1,Blue Daily Day 1 Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,low,"Folder: SA360_MSG_M2C_DAILY; M2C cadence."
SA360_MSG_M2C_BLUE_DAY_2,Blue Daily Day 2 Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360_MSG_M2C_DAILY; M2C cadence."
SA360_MSG_M2C_BLUE_DAY_3,Blue Daily Day 3 Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360_MSG_M2C_DAILY; M2C cadence."
SA360_MSG_M2C_BLUE_DAY_4,Blue Daily Day 4 Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360_MSG_M2C_DAILY; M2C cadence."
SA360_MSG_M2C_BLUE_DAY_5,Blue Daily Day 5 Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360_MSG_M2C_DAILY; M2C cadence."
SA360_MSG_M2C_BLUE_DAY_6,Blue Daily Day 6 Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360_MSG_M2C_DAILY; M2C cadence."
SA360_MSG_M2C_BLUE_DAY_7,Blue Daily Day 7 Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360_MSG_M2C_DAILY; M2C cadence."
SA360_MSG_M2C_BLUE_DAY_8,Blue Daily Day 8 Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360_MSG_M2C_DAILY; M2C cadence."
SA360_MSG_M2C_BLUE_FOLLOWUP_1,Blue Follow-Up 1 Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,low,"Folder: SA360_MSG_M2; M2C-BLUE follow-up send."
SA360_MSG_M2C_GREEN_FOLLOWUP_1,Green Follow-Up 1 Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360_MSG_M2; M2C-GREEN follow-up send."
SA360_MSG_M2C_GREEN_REENGAGE,Green Re-Engage Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360_MSG_M2; M2 re-engage copy."
SA360_MSG_M2FT_BLUE_ATTEMPT,Fast Touch Blue Attempt Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,low,"Folder: SA360_MSG_M2; M2A.FT-BLUE copy."
SA360_MSG_M2FT_BLUE_ATTEMPT_V2,Fast Touch Blue Attempt V2 Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_MSG_M2; duplicate/versioned copy with V1."
SA360_MSG_M2FT_BLUE_CONFIRM,Fast Touch Blue Confirm Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,low,"Folder: SA360_MSG_M2; M2A.FT-BLUE confirmation."
SA360_MSG_M2FT_BLUE_CONFIRM_V2,Fast Touch Blue Confirm V2 Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_MSG_M2; duplicate/versioned copy with V1."
SA360_MSG_M2FT_GREEN_ATTEMPT,Fast Touch Green Attempt Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360_MSG_M2; M2A.FT-GREEN copy."
SA360_MSG_M2FT_GREEN_ATTEMPT_V2,Fast Touch Green Attempt V2 Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_MSG_M2; duplicate/versioned copy with V1."
SA360_MSG_M2FT_GREEN_CONFIRM,Fast Touch Green Confirm Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360_MSG_M2; M2A.FT-GREEN confirmation."
SA360_MSG_M2FT_GREEN_CONFIRM_V2,Fast Touch Green Confirm V2 Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_MSG_M2; duplicate/versioned copy with V1."
SA360_MSG_NO_SHOW_REBOOK,No Show Rebook Copy,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360_MSG_M2; no-show rebooking copy."
SA360_PIPELINE_FEX,Pipeline Final Expense,custom_value,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,medium,"Folder: SA360_PIPELINES; pipeline ID config."
SA360_PIPELINE_HEALTH,Pipeline Health,custom_value,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360_PIPELINES; pipeline ID config."
SA360_PIPELINE_IUL,Pipeline IUL,custom_value,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360_PIPELINES; pipeline ID config."
SA360_PIPELINE_MTG,Pipeline MTG,custom_value,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360_PIPELINES; pipeline ID config."
SA360_PIPELINE_NURSE,Pipeline Nurse,custom_value,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360_PIPELINES; pipeline ID config."
SA360_PIPELINE_VET,Pipeline Veteran,custom_value,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,medium,"Folder: SA360_PIPELINES; pipeline ID config."
SA360_STAGE_APPT_SET,Stage Appointment Set,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_PIPELINES; stage ID config; maps to appointment_set/appointment_status."
SA360_STAGE_NEW,Stage New,custom_value,M1,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_PIPELINES; stage ID config; maps to lead_created/lifecycle_stage."
SA360_STAGE_SOLD,Stage Sold,custom_value,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_PIPELINES; stage ID config; maps to sale_logged/policy_status."
SA360_VALUE_APPOINTMENT,Event Value Appointment,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_EVENT_VALUES; visible value 50; maps to value_score for appointment events."
SA360_VALUE_CONTACT,Event Value Contact,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_EVENT_VALUES; visible value 20; maps to value_score for contact/first_response events."
SA360_VALUE_LEAD,Event Value Lead,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_EVENT_VALUES; visible value 10; maps to value_score for lead events."
SA360_VALUE_SALE,Event Value Sale,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360_EVENT_VALUES; visible value 200; maps to value_score for sale events."
SA360_VALUE_SHOW,Event Value Show,custom_value,Meta,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360_EVENT_VALUES; visible value 80; maps to value_score for show events."
SA360_SYNTHFLOW_OUTBOUND_CALL_URL,Synthflow Outbound Call URL,custom_value,Voice,ghl_screenshot_inventory_2026_05_08,GHL workflow diagram,missing_inventory,GHL,yes,current,yes,medium,"Referenced by M3V-A diagram but not visible in custom values screenshot; export exact value/key."
SA360_SYNTHFLOW_MODEL_ID_VET,Synthflow Model ID Veteran,custom_value,Voice,ghl_screenshot_inventory_2026_05_08,GHL workflow diagram,missing_inventory,GHL,yes,current,yes,medium,"Referenced by M3V-A diagram but not visible in custom values screenshot; overlaps SA360_SYNTHFLOW_MODEL/model_id."
SA360_SYNTHFLOW_AGENT_PHONE,Synthflow Agent Phone,custom_value,Voice,ghl_screenshot_inventory_2026_05_08,GHL workflow diagram,missing_inventory,GHL,yes,current,yes,medium,"Referenced by M3V-A diagram but not visible in custom values screenshot; phone value must be redacted."
